 RespId,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9
472708,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Some
472709,Some,Some,A lot,A lot,Some,A lot,A lot,Some,A lot
472710,A lot,A lot,Only a few,A lot,A lot,Only a few,A lot,A lot,A lot
472711,None,Only a few,Only a few,Only a few,Only a few,Only a few,Some,Some,A lot
472712,Some,Only a few,Some,Some,Some,Only a few,None,A lot,Only a few
472713,None,Some,Some,A lot,Some,Some,Some,Some,Some
472714,Only a few,Only a few,Some,Some,Only a few,Only a few,None,Some,A lot
472715,None,Some,Some,A lot,A lot,A lot,A lot,Some,A lot
472716,Some,Some,Some,A lot,A lot,Some,Only a few,Some,A lot
472718,Some,None,Some,Only a few,Some,Only a few,None,A lot,Some
472719,None,Some,Some,A lot,Some,A lot,Only a few,Some,A lot
472720,None,None,Only a few,None,Only a few,None,None,Some,Only a few
472721,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
472722,Some,Some,Some,None,Some,Only a few,None,Some,Some
472723,Some,Only a few,Some,Only a few,Only a few,Only a few,None,Some,Some
472724,A lot,A lot,A lot,A lot,,A lot,A lot,A lot,A lot
472727,Some,Only a few,Some,Some,Some,Some,Only a few,Some,Some
472728,Only a few,Some,Some,A lot,A lot,Some,Some,Some,A lot
472730,Only a few,None,Some,Some,A lot,None,Only a few,Some,Some
482922,None,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot
472731,Some,Some,Some,Some,Some,Some,Only a few,A lot,A lot
472732,None,Only a few,Only a few,Some,None,None,Only a few,None,Some
472735,Only a few,Some,Some,Some,Some,Some,Some,Some,Only a few
472739,None,None,A lot,Some,A lot,A lot,A lot,Some,A lot
472741,Only a few,Only a few,Some,A lot,Only a few,Some,Only a few,Some,Only a few
472743,None,Some,A lot,A lot,Some,A lot,A lot,A lot,Some
472744,Some,None,Only a few,Only a few,Only a few,Only a few,None,A lot,None
472745,Some,Some,Some,Some,Some,Some,Some,A lot,Some
472746,None,Only a few,A lot,A lot,A lot,A lot,A lot,Some,A lot
472747,None,Some,Some,A lot,Only a few,Some,Some,Only a few,A lot
472750,A lot,Only a few,Some,Only a few,Only a few,Some,None,A lot,Some
472751,None,None,Some,Some,Some,Only a few,Some,Only a few,None
472752,None,Only a few,Some,Some,Some,Some,Some,Some,Some
482945,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
472754,None,Only a few,Some,Some,Some,Some,Some,Some,A lot
472756,Some,None,Some,Some,Some,A lot,None,A lot,None
472757,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot
472758,A lot,A lot,Some,Some,A lot,A lot,Only a few,A lot,Only a few
472759,A lot,Some,Some,Some,Only a few,Some,Some,Some,Only a few
472761,Only a few,Some,Some,Some,Some,Only a few,Some,Only a few,Some
472763,A lot,Some,A lot,A lot,Some,A lot,Only a few,A lot,Some
472764,Some,Only a few,Some,Some,Some,Some,Only a few,Some,Some
472765,Some,Some,Some,Some,Some,Some,Some,Some,Only a few
472767,A lot,Only a few,Some,Some,Some,Only a few,Only a few,A lot,Some
472768,Only a few,Only a few,Some,Some,Only a few,Only a few,None,Some,A lot
472769,Only a few,Only a few,Only a few,Some,Only a few,Only a few,None,Some,Some
482963,A lot,None,Some,Some,Some,None,None,Some,A lot
472772,None,Some,Some,Some,Only a few,Some,Some,Some,Some
472773,Some,None,Some,Some,Some,Some,None,Some,Only a few
472774,None,None,None,Only a few,None,None,Only a few,Some,Some
472775,A lot,Some,Some,Only a few,Some,A lot,None,Some,Some
472776,None,None,None,None,None,None,None,None,None
472777,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
472778,Some,Only a few,None,Some,None,Some,Some,Some,A lot
472779,Some,None,Some,Some,None,None,None,A lot,Some
472780,None,Only a few,Some,A lot,Some,A lot,Only a few,Some,A lot
472781,None,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Some,Some
472782,Some,Some,Some,Some,Some,Some,Some,Some,Some
472783,Some,Some,Some,Some,Some,A lot,Only a few,Some,A lot
472784,None,Only a few,Some,A lot,Some,A lot,Some,Some,A lot
472785,A lot,None,Some,None,None,None,None,Some,None
472787,None,Some,Only a few,Some,Only a few,Some,Some,Only a few,Some
472788,None,None,Some,None,Only a few,None,None,Some,A lot
472789,None,None,Some,A lot,A lot,A lot,Only a few,Some,A lot
472790,None,None,None,A lot,Only a few,Some,None,Some,Some
472791,Only a few,Some,Some,Only a few,Only a few,Some,None,Some,A lot
472792,Only a few,Some,Some,Some,Some,Some,Some,Some,Some
472794,Some,Some,Some,Some,Some,Some,Some,Some,Some
472795,Only a few,Some,Some,Some,Some,Some,None,A lot,Some
472796,A lot,Only a few,Some,Some,Some,Some,Only a few,Some,Some
472798,None,Only a few,None,Some,Only a few,Some,Only a few,Only a few,
472800,None,None,Some,A lot,A lot,Some,Some,Some,Some
472801,None,Only a few,Only a few,Some,None,Only a few,None,Only a few,Some
472806,None,Some,A lot,Some,Some,Some,Some,A lot,A lot
472807,None,None,None,None,None,None,A lot,A lot,A lot
472808,Some,None,Some,Some,Only a few,Some,None,A lot,None
483004,A lot,Some,Some,Only a few,Some,Some,Only a few,Some,Some
472809,None,Some,Some,Some,Some,A lot,Some,Some,A lot
472810,A lot,Some,Some,Some,Some,Some,Some,Some,A lot
472813,A lot,Only a few,Some,Only a few,A lot,Some,None,A lot,A lot
472816,None,None,Some,A lot,Some,Some,Some,Some,Some
472817,None,Some,Some,A lot,A lot,Some,Some,Some,A lot
472818,Some,Some,Some,Some,Some,Some,Some,A lot,Some
483015,None,None,Only a few,None,None,Only a few,None,Some,Some
472821,None,Only a few,Some,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few
472822,None,None,None,Some,None,None,None,None,A lot
472823,Only a few,Some,A lot,Some,Some,A lot,Some,Some,Some
472825,None,Some,Some,Some,Only a few,Only a few,Only a few,Only a few,Some
472826,A lot,Some,A lot,Some,A lot,A lot,Only a few,Some,Only a few
472827,None,Some,Some,A lot,Some,A lot,Some,A lot,A lot
472828,None,Some,Some,Some,Some,Some,Some,Some,Some
472829,Some,None,Some,Some,Some,Only a few,None,A lot,Some
472830,A lot,None,Only a few,Only a few,None,Only a few,None,Some,Some
472831,Only a few,Some,A lot,,Some,Some,Only a few,Only a few,
472832,A lot,None,Some,Only a few,Some,Only a few,None,A lot,A lot
472834,None,None,None,A lot,None,Some,Some,Some,Some
483034,None,None,Some,Some,Only a few,None,None,None,Some
472837,None,Only a few,Some,A lot,Some,Some,Some,A lot,A lot
472838,Some,Only a few,Some,Only a few,Only a few,Only a few,None,A lot,A lot
472839,A lot,None,Some,Some,Some,Some,None,A lot,A lot
483039,None,Some,Some,A lot,Some,Some,Some,A lot,Some
472842,None,None,Only a few,Some,Some,Only a few,Only a few,None,A lot
472843,Some,Some,Some,Some,Only a few,Only a few,None,Some,Only a few
472844,Some,Only a few,Some,A lot,Only a few,Some,None,Some,A lot
472847,None,None,Only a few,A lot,Only a few,Some,Some,Some,Some
472848,A lot,Some,Some,None,Only a few,Some,None,Some,Only a few
472850,Some,Some,Some,A lot,Some,Some,Some,None,A lot
472851,A lot,None,Some,Some,Only a few,Some,None,A lot,A lot
472852,None,Some,Only a few,Some,Only a few,Only a few,Some,Only a few,Some
472853,Only a few,Only a few,Some,Some,Some,Some,Some,Some,Some
472855,None,Only a few,Only a few,A lot,None,None,Some,Only a few,Some
472856,Only a few,A lot,Only a few,Some,A lot,A lot,A lot,Some,Some
483059,Some,Some,Some,Some,Only a few,Only a few,Only a few,Some,A lot
472857,None,Only a few,Some,Some,Some,Only a few,Only a few,Some,A lot
472858,Some,Only a few,A lot,Only a few,Only a few,Only a few,None,A lot,Some
472860,Only a few,Some,Some,A lot,Some,Some,Some,Only a few,A lot
472861,None,None,None,None,None,None,None,None,None
472862,None,None,None,Some,Only a few,None,Some,Some,Some
472863,Only a few,Only a few,Some,A lot,Some,Some,Only a few,Some,A lot
472867,Only a few,Only a few,Some,Some,Some,Some,Only a few,Some,Some
472869,None,Only a few,Some,Some,Some,Some,Some,Some,Some
472871,Some,Some,Some,A lot,A lot,A lot,Some,A lot,A lot
472872,None,Only a few,Some,Some,Only a few,Some,Some,Some,Some
472874,None,Some,Some,Some,Only a few,Some,Some,Some,A lot
472875,Some,Some,A lot,A lot,A lot,Some,Some,A lot,A lot
472876,None,Some,A lot,Only a few,Some,Some,Some,A lot,Some
472877,Some,Only a few,Some,Only a few,Only a few,Only a few,None,A lot,Some
472878,Some,Some,Some,Some,Some,Some,Only a few,A lot,A lot
472879,None,Only a few,Some,Some,Some,Only a few,Only a few,None,A lot
472882,Only a few,Only a few,A lot,A lot,Some,A lot,A lot,Some,Some
472883,None,None,None,Only a few,Only a few,Only a few,Some,Only a few,Some
472884,None,Some,Some,Only a few,Some,Only a few,Some,Some,Some
472885,None,Some,Some,Some,Only a few,Some,Some,Only a few,Some
472887,None,Some,Some,A lot,Some,Some,Some,Some,Some
472888,A lot,None,Only a few,Only a few,Some,Only a few,None,A lot,Only a few
472889,A lot,Some,A lot,Only a few,Some,Some,None,A lot,Some
472891,Only a few,Some,Some,A lot,A lot,Some,Some,Some,A lot
472892,None,Some,Some,Some,Some,Some,Some,Some,Some
472893,None,Some,A lot,A lot,Some,A lot,Some,Some,A lot
472895,Only a few,Only a few,Only a few,Some,Only a few,Only a few,None,Only a few,A lot
472897,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
472898,Only a few,Only a few,A lot,Some,Some,Only a few,Some,Some,Some
472899,None,Only a few,Only a few,Some,Some,Only a few,Some,Some,A lot
472902,None,A lot,Some,Some,Some,Some,Some,Some,Some
472903,Only a few,Some,A lot,Some,Some,A lot,Only a few,Some,A lot
472905,Some,Some,Some,Some,Some,Some,Some,Some,Some
472906,None,Only a few,Only a few,Only a few,Only a few,A lot,Some,None,Some
472907,A lot,Only a few,Some,Only a few,A lot,Only a few,None,A lot,Some
472909,None,None,None,Some,None,None,None,Only a few,Only a few
472910,None,Some,Some,A lot,Some,Some,A lot,Some,Some
472911,Some,Only a few,Some,Some,Some,Some,Only a few,Some,Some
472912,Some,Some,Some,Some,Some,Some,Only a few,Some,A lot
472914,Some,None,None,Only a few,None,None,None,Some,Only a few
472915,A lot,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
472916,None,Only a few,Only a few,Only a few,Only a few,Only a few,None,Some,Some
483120,Some,Only a few,Some,Only a few,Some,Some,None,A lot,Only a few
472917,None,None,None,Some,None,Some,Some,Some,None
483122,None,None,Only a few,Only a few,None,Some,Some,Only a few,Some
472918,None,None,None,None,None,None,None,None,None
472919,Some,Some,Some,Some,Only a few,Some,None,A lot,Some
472920,,Only a few,A lot,Only a few,Only a few,Some,Only a few,,A lot
483126,Only a few,Only a few,Only a few,A lot,Only a few,Some,None,Only a few,Some
472923,Only a few,Only a few,Some,A lot,Only a few,Some,Only a few,Some,Some
472927,None,Some,A lot,None,Some,A lot,Some,Only a few,Some
472928,A lot,Some,Some,Some,Some,Some,None,Some,Some
472930,Only a few,None,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Some
483138,None,None,None,None,None,None,None,None,None
472932,Only a few,None,Some,Only a few,None,Some,None,Some,Only a few
472933,Some,None,Only a few,Some,Only a few,Some,None,Some,None
472934,None,None,Only a few,Some,None,Only a few,Only a few,Only a few,Some
472935,Some,Only a few,Some,Some,Only a few,Some,None,A lot,Some
472936,Some,None,Some,Some,None,Only a few,Some,Some,Some
483149,Only a few,Some,Some,Some,Only a few,Only a few,None,Only a few,Some
472940,Only a few,Only a few,A lot,A lot,A lot,Some,Some,Some,Only a few
472942,Only a few,Only a few,A lot,Some,A lot,Some,Some,Some,A lot
472943,A lot,Some,Only a few,Some,Some,A lot,None,A lot,None
472944,Only a few,Only a few,Some,Only a few,Some,Only a few,Some,Only a few,
472945,Some,None,None,None,Only a few,None,None,Some,Only a few
472948,Only a few,Some,Some,A lot,Some,Some,Only a few,Some,Some
472951,None,Only a few,Some,A lot,A lot,A lot,Some,Some,A lot
472952,A lot,Only a few,Some,Some,Some,Some,None,A lot,Some
472953,A lot,None,Some,Some,Some,Only a few,Only a few,Some,Some
472954,Only a few,Only a few,Some,A lot,Some,Only a few,Some,Some,A lot
472955,Some,Only a few,Some,Some,Some,Some,Only a few,Some,A lot
472957,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,None,Some,Some
472959,A lot,None,Only a few,None,None,None,None,A lot,Only a few
472961,None,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot
472962,Some,Only a few,A lot,Some,Only a few,Some,Some,A lot,Only a few
472963,Some,Only a few,A lot,Some,Only a few,Only a few,Some,A lot,Only a few
472964,A lot,Only a few,A lot,A lot,Some,Some,None,A lot,Some
472965,Some,Some,Some,A lot,Only a few,Some,Some,Some,A lot
472967,None,Only a few,None,Some,Only a few,None,Only a few,None,Some
472968,Only a few,Only a few,Only a few,Only a few,Only a few,A lot,Some,Only a few,Only a few
472970,Only a few,Some,Some,Only a few,Only a few,Only a few,None,A lot,Only a few
483183,Only a few,Only a few,Only a few,Some,Only a few,Only a few,Only a few,A lot,Some
472971,Some,Only a few,A lot,Some,Only a few,Some,Only a few,Some,Only a few
472972,None,None,Some,Some,Only a few,Only a few,Some,Some,Some
472974,A lot,None,None,None,None,None,None,A lot,Only a few
472975,None,Only a few,Some,Some,Only a few,A lot,Some,A lot,Some
472977,None,Some,Some,A lot,Only a few,Some,Some,Only a few,Only a few
472980,Some,None,A lot,Some,Only a few,Some,Only a few,Some,A lot
472981,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
472983,Some,Some,Only a few,Only a few,Only a few,Some,None,Some,Some
472985,Some,Some,Some,Some,Some,Some,Only a few,A lot,Some
472986,Some,Some,Only a few,Only a few,Only a few,None,None,Some,Only a few
472987,None,Some,A lot,A lot,Some,A lot,Some,A lot,Only a few
472988,None,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
472990,None,Some,Some,Some,Some,Some,Only a few,Only a few,Only a few
472991,Only a few,Some,A lot,A lot,A lot,A lot,Some,A lot,A lot
472992,Some,Only a few,Only a few,Some,Some,Some,None,A lot,Some
472993,None,None,None,None,None,None,None,None,None
472995,None,Some,A lot,Some,Some,Some,None,None,A lot
472996,Some,Only a few,Only a few,A lot,Some,Some,Only a few,Only a few,Some
472997,Some,A lot,Some,Some,Some,Only a few,Some,Some,Only a few
472999,None,None,A lot,A lot,Only a few,Only a few,None,Only a few,Some
473000,Some,Some,Some,Some,Some,Some,None,Some,Some
473001,Some,Only a few,Some,Some,Some,Only a few,Only a few,Some,Some
473002,Only a few,None,Some,None,None,Some,None,Some,A lot
473004,None,Some,Some,A lot,A lot,Only a few,A lot,None,A lot
473005,Some,Only a few,Some,Some,Only a few,Some,None,Some,Some
473006,Some,None,Only a few,Some,Some,Some,None,A lot,Some
473007,A lot,Some,Some,Some,None,None,None,Some,Only a few
473009,None,Some,Some,Some,Only a few,Some,Some,Only a few,Some
473010,None,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,None,Some
473011,None,Some,Some,Some,,A lot,Some,Some,Some
473013,Only a few,Only a few,Some,Only a few,Some,Only a few,Only a few,Some,Some
473015,None,None,None,A lot,None,None,Only a few,Only a few,Some
473017,None,A lot,Some,A lot,Some,Some,Some,Some,Some
483235,None,None,None,Some,None,Only a few,Only a few,Some,Some
473020,Only a few,Some,Some,Some,Some,Only a few,Some,A lot,Some
473022,Some,None,Some,Some,Only a few,Only a few,None,A lot,Some
473023,Only a few,Some,A lot,A lot,Only a few,Some,Only a few,Some,Some
473024,Only a few,Only a few,A lot,Some,Only a few,Some,None,Some,Some
473025,A lot,Only a few,Only a few,None,Only a few,Only a few,None,A lot,Only a few
473026,None,Only a few,None,Only a few,Some,Some,Only a few,Some,Some
473027,None,Only a few,A lot,Some,Only a few,Some,Only a few,Some,A lot
473029,Some,Only a few,Only a few,Some,Only a few,None,Only a few,A lot,Some
473030,Only a few,A lot,A lot,Some,Some,Some,Only a few,Some,A lot
473031,Only a few,Some,A lot,Some,A lot,Some,Some,Some,Some
473033,Some,Only a few,A lot,Only a few,Only a few,Some,Only a few,Some,Only a few
473034,Only a few,Only a few,Some,A lot,Only a few,Some,Some,A lot,A lot
473036,Only a few,Some,A lot,A lot,Some,A lot,Some,Some,A lot
473037,,Only a few,Only a few,None,None,None,None,None,Some
473038,None,Some,Some,Some,Only a few,A lot,A lot,Some,A lot
473039,Some,Only a few,Some,Only a few,Only a few,Only a few,None,A lot,Some
483257,Some,Some,Some,Some,Some,Some,None,Some,A lot
473041,None,Only a few,Some,A lot,Some,A lot,Some,Some,Some
473042,Only a few,Some,Only a few,Some,Some,Some,Only a few,Some,Some
473044,Only a few,Some,Some,Some,Only a few,Some,Only a few,Some,Some
473045,None,None,None,Some,None,Some,A lot,A lot,A lot
473046,Some,Some,Only a few,Some,Some,Some,Some,Some,A lot
473047,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Only a few,Some,Some
473048,Some,Only a few,Some,Some,Some,Only a few,Only a few,Some,Some
473049,None,Some,Some,A lot,None,Some,Only a few,None,A lot
483267,None,None,None,None,None,None,None,None,None
473050,Only a few,Only a few,Some,Some,Some,Only a few,Only a few,Only a few,Some
473052,Some,Only a few,Some,Some,Some,Some,None,Some,Some
473054,Some,Some,A lot,A lot,Some,Some,Some,A lot,A lot
473055,None,Only a few,Only a few,A lot,Only a few,Only a few,A lot,Only a few,Only a few
473056,Some,Some,A lot,Some,Some,A lot,Some,Some,A lot
473060,None,Only a few,None,Only a few,Only a few,Only a few,Only a few,Some,Some
473062,Only a few,Some,Some,A lot,Some,Some,Some,Some,Some
473064,A lot,Some,A lot,A lot,Some,Some,Only a few,A lot,A lot
473066,Some,Some,Some,Some,Some,Some,Only a few,Some,A lot
473067,A lot,Only a few,Only a few,Only a few,Some,Only a few,Only a few,Some,Some
473069,None,Some,,Only a few,Some,A lot,A lot,Some,None
473070,None,Some,Only a few,A lot,Some,Some,A lot,Some,Some
473073,A lot,Some,A lot,A lot,A lot,A lot,Some,A lot,A lot
473074,None,Only a few,Only a few,Some,Some,Some,Some,Only a few,Some
473075,Only a few,Some,Some,A lot,Only a few,Some,Some,Some,Some
473077,Some,Some,Some,Some,Some,Some,Some,Some,A lot
473078,None,Some,A lot,Some,Some,Only a few,Some,None,Some
473079,None,Some,Some,A lot,Some,Some,Some,None,None
473080,Only a few,Some,A lot,A lot,Some,Some,Only a few,A lot,A lot
473082,Some,Only a few,A lot,Some,A lot,Only a few,Some,A lot,A lot
473084,None,None,Only a few,A lot,None,None,None,Some,A lot
473085,Some,Some,Some,Some,Some,Only a few,Only a few,Some,Only a few
473087,A lot,Some,A lot,Some,Some,Some,None,A lot,A lot
473088,A lot,Some,A lot,Some,A lot,A lot,Only a few,A lot,A lot
