 RespId,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q20,Q21,Q22,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10
476241,Very important,Somewhat important,Very important,Not at all important,Very important,Not so important,Very important,Very important,Not so important,Very important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,Agree,Agree,,,,,,,,,,,
476242,Very important,Not so important,Very important,Not at all important,Very important,Not so important,Somewhat important,Somewhat important,Not at all important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Sometimes,Yes,Yes,Yes,Yes,No,No,Agree,,,,,,Agree,,Agree,,,,,,Agree,Agree,,
486757,Very important,Very important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Not so important,Somewhat important,,No,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,Agree,Agree,,,,,,,,,,,
476243,Somewhat important,Not so important,Not so important,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Distrust the system,3.0,In-person on Election Day,Not very closely,Never,No,No,No,No,No,No,,,,,,,,,Agree,,Agree,,,,Agree,Agree,,
476244,Very important,Very important,Very important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Not so important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,Agree,,,,,,,,,,,,,,
476245,Very important,Somewhat important,Very important,Not at all important,Very important,Not so important,Not so important,Somewhat important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,Agree,,,,,,,,,,,,
486761,Not at all important,Very important,Not so important,Not so important,Very important,Very important,Not so important,Very important,Very important,Not so important,Don’t want to,3.0,Other,Not closely at all,Never,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Agree,
476247,Very important,Very important,Very important,Somewhat important,Very important,Not so important,Very important,Somewhat important,Not at all important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Agree,,Agree,,,Agree,,,,,,,,,,,
476248,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,Agree,,,,,,,,,,,,,,
476250,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,No,No,Yes,No,,Agree,Agree,,Agree,,,,,,,,,,,,,
476252,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,,3.0,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,,,,,,,,,,,,
476253,Very important,Somewhat important,Somewhat important,Not at all important,Very important,Not at all important,Very important,Not at all important,Somewhat important,Somewhat important,Distrust the system,No,In-person before Election Day,Not closely at all,Sometimes,No,No,No,Yes,No,Yes,Agree,,,,,,,,,,,,,Agree,,,,
476254,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person on Election Day,Somewhat closely,Rarely,No,No,No,No,No,No,,Agree,,,,,,,Agree,,,,,,,,,
476257,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,Agree,,,,,,,,,,,,,,
476258,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Very important,Somewhat important,,3.0,,Not very closely,Never,No,No,No,No,No,No,,,,,,,,,Agree,,Agree,,,,Agree,,,
476259,Not so important,Not so important,Not so important,Not at all important,Not so important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Somewhat important,,3.0,In-person on Election Day,Not closely at all,Rarely,No,No,No,No,No,No,,,,,,,,Agree,,,,,,,,,,Agree
476260,Very important,Very important,Very important,Not at all important,Very important,Not at all important,Very important,Very important,Very important,Very important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,Agree,,,,,,,,,,,,
476262,Very important,Not at all important,Not at all important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,,3.0,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Agree,,,,,,,,,,,
476263,Not at all important,Not at all important,Somewhat important,Not at all important,Somewhat important,Not at all important,Not at all important,Not so important,Very important,Not at all important,Other,,,Not very closely,Never,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,Agree
476264,Very important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Not very closely,Rarely,No,Yes,No,No,No,No,Agree,,,,,,Agree,,Agree,,,,,Agree,,,,
476265,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,,3.0,In-person on Election Day,Very closely,Always/almost always,No,Yes,No,Yes,No,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
476266,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Agree,,,Agree,,,,,,,,,,,,,
476267,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important,Not at all important,,Yes,Other,Not closely at all,Rarely,No,Yes,No,No,No,No,,,Agree,,,,,,,,Agree,Agree,,,,,,
476268,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,3.0,,,Never,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,
476269,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,,,,,,,,,,,,,,
476270,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,Agree,,,,,,,,,,,
476272,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,Agree,,,,,,,,,,,
476273,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Agree,,Agree,,,,,,,,,,,
476274,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not at all important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,Agree,Agree,,,,,,,,,,,,
486792,Very important,Somewhat important,Very important,Not at all important,Very important,Not so important,Somewhat important,Somewhat important,Not at all important,Somewhat important,,No,Mail-in/Absentee ballot,Not very closely,Always/almost always,No,Yes,,,,,Agree,Agree,Agree,,Agree,,,,,,,,,,,,,
476275,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,No,No,Agree,,,Agree,,,Agree,,,,,,,,,,,
476277,Somewhat important,Not so important,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not so important,Somewhat important,Not so important,Doesn't matter,Yes,In-person on Election Day,Not closely at all,Never,No,No,No,No,No,No,,,,,,,,,Agree,Agree,Agree,,Agree,,Agree,,,
486796,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,No,In-person on Election Day,Very closely,Always/almost always,No,Yes,No,Yes,No,Yes,Agree,,,,,,,,,,,,,,,,,
476278,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Not so important,No time,No,Mail-in/Absentee ballot,Very closely,Never,No,No,No,No,No,No,,,,,,,,,,,,,,Agree,Agree,,,
476280,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,,,,,,,,,,,,,
476282,Very important,Somewhat important,Not so important,Not so important,Very important,Somewhat important,Very important,Not at all important,Not at all important,Not at all important,,3.0,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Agree,Agree,,,,,,,,,,,
476283,Somewhat important,Not so important,Not at all important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Not at all important,Other,Yes,In-person on Election Day,Not very closely,Never,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,Agree
476286,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Not so important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,Agree,,,,,,,,,,,
476287,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Distrust the system,3.0,In-person on Election Day,Not closely at all,Never,No,No,No,No,No,No,,,,,,,,,,,Agree,Agree,,,,Agree,,
476288,Very important,Very important,Somewhat important,Not at all important,Very important,Not so important,Very important,Not at all important,Not so important,Not at all important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,,Agree,,,,,,,,,,,
476289,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Not at all important,Very important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,,Yes,Yes,Agree,,Agree,,,,Agree,,,,,,,,,,,
476291,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Not so important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,No,Yes,Yes,Yes,Agree,,,,Agree,,,,,,,,,,,,,
476292,Very important,Very important,Not so important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,No,In-person on Election Day,Not closely at all,Sometimes,No,Yes,No,Yes,No,Yes,Agree,,,,,,Agree,,,,,,Agree,,,,,
486812,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,3.0,Mail-in/Absentee ballot,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,No,No,Agree,,,,,,,,,,,,,,,,,
476293,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
476294,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Not at all important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Agree,,,,,,,,,,,,,,,,
476295,Very important,Very important,Very important,Not at all important,Very important,Not so important,Somewhat important,Very important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,,,,,,,,,,,,,,
476297,Very important,Somewhat important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Not so important,,,Mail-in/Absentee ballot,Somewhat closely,Sometimes,No,Yes,No,No,No,No,,,Agree,,,,,,Agree,,,,,,,,,Agree
476298,Somewhat important,Not so important,Somewhat important,Not at all important,Somewhat important,Not so important,Somewhat important,Very important,Somewhat important,Somewhat important,,3.0,In-person on Election Day,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,,,,,,,,,,,,,
476299,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Not so important,Somewhat important,No time,No,Mail-in/Absentee ballot,Somewhat closely,Rarely,No,No,No,No,No,Yes,,,Agree,,,,,,,Agree,Agree,Agree,Agree,,,,,
476300,Very important,Not at all important,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Very important,Not at all important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,No,Yes,No,Yes,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,
476301,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,,No,In-person on Election Day,Somewhat closely,Sometimes,No,Yes,No,Yes,Yes,Yes,Agree,,Agree,,,,,,,,,,Agree,,,,,
476303,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,Agree,,,,,,,,,,,,,,
476304,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not so important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,,,,,,,,,,,,,
476305,Very important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,No,Yes,No,Yes,No,Yes,Agree,Agree,Agree,Agree,,Agree,Agree,,,,,,,,,,,
476307,Very important,Not so important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,,3.0,In-person on Election Day,Somewhat closely,Rarely,No,No,,No,,No,,,,Agree,,,,,,,,,,,,Agree,,
476308,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,,,,,,,,,,,,,
476309,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
476310,Very important,Somewhat important,Somewhat important,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,,No,In-person on Election Day,Somewhat closely,Sometimes,No,No,Yes,Yes,No,Yes,Agree,,,,,,,,Agree,,,,,,,,,
476312,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,No,Yes,No,Yes,No,Yes,Agree,Agree,Agree,,Agree,Agree,Agree,,,,,,,,,,,
476314,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Not so important,,3.0,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,No,No,No,No,No,No,,,,,,,Agree,,,,,,,,,,,
476315,Very important,Very important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,,,,,,,,,,,,
476317,Very important,Somewhat important,Very important,Not at all important,Very important,Not at all important,Somewhat important,Somewhat important,Not at all important,Somewhat important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,No,No,Agree,,Agree,,Agree,Agree,Agree,,,,,,,,,,,
476318,Not so important,Somewhat important,Somewhat important,Not at all important,Very important,Not at all important,Not so important,Very important,Not so important,Not so important,,3.0,Mail-in/Absentee ballot,Not closely at all,Rarely,No,Yes,No,No,No,No,,,,,,,,Agree,,Agree,Agree,,,,,,,Agree
476319,Very important,Very important,Very important,Not so important,Very important,Not so important,Somewhat important,Very important,Somewhat important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,No,Yes,No,Yes,Agree,,Agree,,,,Agree,,,,,,,,,,,
476320,Very important,Very important,Somewhat important,Not so important,Very important,Not so important,Somewhat important,Very important,Not at all important,Somewhat important,,No,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,Agree,,,,,,,,,,,,,
476321,Very important,Not so important,Not so important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,No,No,No,No,No,Agree,,,Agree,Agree,,,,,,,,,,,,,
476322,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Agree,,,Agree,,Agree,,,,,,,,,,,
476323,Very important,Not at all important,Not so important,Somewhat important,Somewhat important,Not so important,Somewhat important,Somewhat important,Very important,Not at all important,,3.0,In-person before Election Day,Not closely at all,Always/almost always,No,Yes,No,Yes,No,Yes,,,Agree,,Agree,,,,,,,,,,,,,
476324,Not so important,Very important,Not at all important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,3.0,In-person on Election Day,Somewhat closely,Never,No,No,No,No,No,No,,,,,,,,,Agree,,,,,,,,,
476326,Very important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,
476327,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,Yes,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
476328,Somewhat important,Not so important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not so important,Very important,Somewhat important,Don’t want to,No,Mail-in/Absentee ballot,Not closely at all,Never,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Agree,
476329,Very important,Very important,Very important,Not at all important,Very important,Not at all important,Not so important,Very important,Not at all important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,No,Yes,No,No,Agree,,,,,Agree,Agree,,,,,,,,,,,
476330,Very important,Somewhat important,Very important,Not at all important,Very important,Not so important,Very important,Very important,Not at all important,Very important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,,,,,,,,,,,,,,
476331,Not so important,Not so important,Somewhat important,Very important,Not so important,Very important,Very important,Somewhat important,Very important,Somewhat important,,Yes,In-person on Election Day,Not very closely,Rarely,No,No,No,No,No,Yes,,Agree,,,,,,,,,Agree,,,,,,,
476335,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not at all important,Very important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,,,,,,,,,,,,,
476336,Very important,Very important,Not so important,Very important,Very important,Very important,Very important,Very important,Not so important,Not so important,,Yes,In-person on Election Day,Not very closely,Always/almost always,Yes,Yes,No,No,No,No,Agree,Agree,,,Agree,,Agree,,,,,,,,,,,
476337,Somewhat important,Not so important,Not so important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Not so important,,3.0,In-person on Election Day,Not very closely,Sometimes,Yes,Yes,No,Yes,No,No,,,,Agree,,,,,,,,,,,Agree,,,
476338,Not so important,Somewhat important,Not so important,Somewhat important,Not so important,Somewhat important,Very important,Somewhat important,Very important,Not so important,Don’t want to,Yes,Mail-in/Absentee ballot,Not closely at all,Never,No,No,No,No,No,No,,,,,,,,,,,Agree,Agree,,,,,,
476339,Very important,Very important,Somewhat important,Not so important,Very important,Not so important,Very important,Very important,Not so important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,No,Yes,No,Yes,Agree,,Agree,,Agree,,,,,,,,,,,,,
486863,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,Other,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,,Yes,Yes,Yes,Agree,Agree,,,,Agree,Agree,,,,,,,,,,,
476340,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Not so important,Very important,,Yes,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Agree,,,,,,,,,,,,,,,,
476341,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Not so important,Not so important,Very important,Very important,Other,No,Other,Very closely,Rarely,No,No,No,No,No,No,,,,,,,,Agree,,,,,,Agree,,,,
476343,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important,Not so important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,Agree,Agree,,,,,,,,,,,
476345,Somewhat important,Somewhat important,Not so important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Not so important,Not so important,,3.0,In-person on Election Day,Not closely at all,Rarely,No,No,No,No,No,No,Agree,,,,,,Agree,,Agree,,Agree,Agree,Agree,,,,,
476346,Very important,Very important,Very important,Somewhat important,Very important,Not so important,Very important,Very important,Not so important,Somewhat important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,No,No,No,,Agree,,,,,,,,,,,,,,,,
476347,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person on Election Day,Very closely,Sometimes,Yes,Yes,Yes,No,No,No,Agree,,,,,,,,,,,,,,,,,Agree
486874,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,No,Yes,No,Yes,,,,Agree,,,,,,,,,,,,,,
476350,Somewhat important,Not so important,Not so important,Not so important,Very important,Somewhat important,Very important,Very important,Somewhat important,Not at all important,,No,Mail-in/Absentee ballot,Not closely at all,Rarely,No,No,No,No,No,No,,,,,,,,Agree,,,,,,,,,,Agree
476351,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,3.0,Other,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,No,No,Agree,,,,,,,,,,,,,,,,,
476352,Very important,,,Very important,Very important,Very important,Very important,Very important,Very important,Not at all important,,Yes,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,Agree,,,,,,,,,,,,,,
476353,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,,,,,,,,,,,,,
476354,Somewhat important,Not so important,Somewhat important,Not so important,Somewhat important,Not so important,Not so important,Somewhat important,Not so important,Somewhat important,,3.0,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,No,No,No,Agree,,,,,,,,,,,,,,,,,
476355,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Somewhat closely,Sometimes,No,Yes,No,No,No,No,,Agree,,,,,,,,,,,Agree,,,,,
476357,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,,,,,,,,,,,,,
476358,Very important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Very important,Not so important,Somewhat important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,,Agree,Agree,,,,,,,,,,,
476359,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,Agree,,,,,,,,,,,
476360,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,Agree,,Agree,,,,,,,,,,,
476361,Very important,Not so important,Very important,Not so important,Very important,Very important,Somewhat important,Somewhat important,Not at all important,Somewhat important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,,,,,,,,,,,,,,
476362,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,Very important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
476363,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Very important,Not at all important,,Yes,In-person before Election Day,Very closely,Sometimes,No,No,No,No,No,No,,,,Agree,,,,,Agree,,,,,,,,,
476364,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Not so important,,3.0,Other,Not very closely,Rarely,No,No,No,No,No,Yes,,Agree,Agree,,Agree,,,,Agree,,Agree,,,,Agree,,,
476366,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Agree,Agree,,,,,,,,,,,,
476368,Very important,Somewhat important,Somewhat important,Not at all important,Somewhat important,Very important,Not so important,Somewhat important,Not at all important,Somewhat important,,3.0,In-person on Election Day,Not closely at all,Always/almost always,No,Yes,Yes,Yes,No,Yes,Agree,,,,,Agree,,,,,,,,,,,,
476369,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,Yes,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,Agree,Agree,,,,,,,,,,,
476370,Somewhat important,Somewhat important,Not so important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not so important,,No,In-person on Election Day,Not very closely,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Agree,,,,,,Agree,,Agree,,,,,
476372,Not so important,Somewhat important,Not so important,Not so important,Very important,Not so important,Very important,Very important,Not so important,Not so important,Doesn't matter,3.0,In-person on Election Day,Somewhat closely,Never,No,No,No,No,No,No,,,,,,,,,Agree,Agree,,,,,Agree,,,
476374,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,Agree,,,,,,,,,,,
